,Id,GeographicAreaName,TotalPopulation,SexRatio(males per 100 females),Population_Under5Years,Population_5to9Years,Population_10to14Years,Population_15to19Years,Population_20to24Years,Population_25to34Years,Population_35to44Years,Population_45to54Years,Population_55to59Years,Population_60to64Years,Population_65to74Years,Population_75to84Years,Population_85YearsAndOver,MedianAgeInYears
23761,8600000US97218,ZCTA5 97218,15191,97.2,1142,882,838,843,798,3226,2629,1704,854,833,953,408,81,34.8
23762,8600000US97219,ZCTA5 97219,42528,94.4,2485,2729,2141,2425,2336,5968,6733,5159,2904,3237,4196,1421,794,39.5
23763,8600000US97220,ZCTA5 97220,29629,98.4,1575,1218,1598,1704,2036,4829,4740,4355,1509,1641,2731,1020,673,38.4
23764,8600000US97221,ZCTA5 97221,12467,99.2,611,855,786,713,351,1223,1743,1923,879,1009,1383,554,437,44.7
23765,8600000US97222,ZCTA5 97222,36952,97.4,1897,1951,1844,1849,2459,6409,5395,4302,2254,2512,3348,1911,821,38.5
23766,8600000US97223,ZCTA5 97223,50585,99.5,3264,2751,3137,2663,2878,7718,7685,6760,3213,3349,4280,2034,853,38.1
23767,8600000US97224,ZCTA5 97224,35434,95.7,1494,2071,2550,2059,1493,4610,4977,4524,2306,2153,3943,1974,1280,42.1
23768,8600000US97225,ZCTA5 97225,26095,98.6,1202,1433,1290,1057,1656,4087,3851,3973,1389,1798,2306,1380,673,40.5
23769,8600000US97227,ZCTA5 97227,5146,105.5,213,77,94,212,329,1774,924,647,173,234,351,114,4,34.4
23770,8600000US97229,ZCTA5 97229,69450,95.2,3881,5663,5780,4479,2581,8466,11117,10985,4347,3756,4949,2440,1006,39.2
23771,8600000US97230,ZCTA5 97230,39776,98.5,2223,2477,2209,2205,2176,5906,5449,4673,2677,2689,3756,2015,1321,39.5
23772,8600000US97231,ZCTA5 97231,3957,102.1,134,181,231,180,109,348,430,685,421,424,495,243,76,50.7
23773,8600000US97232,ZCTA5 97232,13706,97.0,357,545,277,323,838,4040,2812,1524,444,466,1027,622,431,35.9
23774,8600000US97233,ZCTA5 97233,40477,96.2,3169,3608,2902,2414,2404,7409,5429,4689,2626,1757,2457,1161,452,32.6
23775,8600000US97236,ZCTA5 97236,40892,93.9,2591,3025,2748,2650,2646,6518,5691,5103,2735,2328,2897,1582,378,35.4
23776,8600000US97239,ZCTA5 97239,18190,98.3,821,893,544,431,1110,3815,2865,2371,1025,1070,1763,928,554,39.5
23777,8600000US97266,ZCTA5 97266,35727,100.5,1895,2093,2412,2076,2042,6170,5981,4620,2257,1895,2717,1118,451,36.9
23778,8600000US97267,ZCTA5 97267,33636,92.1,1831,1619,1547,1780,1910,4584,4218,4286,2006,2755,4091,1930,1079,43.7
23779,8600000US97301,ZCTA5 97301,56196,109.4,3395,3214,4096,4232,4760,9296,7607,7168,3083,3184,3639,1809,713,33.9
23780,8600000US97302,ZCTA5 97302,38706,92.8,2076,2309,2374,2378,2577,5230,4915,4682,2166,2643,4292,2153,911,39.5
23781,8600000US97303,ZCTA5 97303,41173,94.9,2642,2664,2975,2875,2735,5325,5601,4615,2606,2724,3576,1854,981,37.1
23782,8600000US97304,ZCTA5 97304,31863,93.8,1417,2131,2251,2273,2251,3030,4484,3494,1805,2566,3614,1565,982,41.0
23783,8600000US97305,ZCTA5 97305,43917,99.3,3867,3526,3082,3022,3514,6373,5313,5043,2136,2081,3581,1545,834,32.7
23784,8600000US97306,ZCTA5 97306,32416,99.2,2188,2125,2715,1804,1521,4430,4379,3833,1992,2298,3265,1331,535,38.1
23785,8600000US97317,ZCTA5 97317,25441,106.1,1577,1503,1294,1529,2342,4194,2427,3132,1725,1721,2569,1073,355,36.1
23786,8600000US97321,ZCTA5 97321,26995,95.6,1206,1536,1692,1831,1638,3284,3070,3932,1840,2074,3123,1136,633,42.6
23787,8600000US97322,ZCTA5 97322,36826,99.0,2507,2210,2304,2433,2845,5552,4926,4332,2213,1845,3304,1678,677,35.9
23788,8600000US97324,ZCTA5 97324,1322,105.3,74,77,129,44,29,104,136,156,132,168,211,45,17,50.0
23789,8600000US97325,ZCTA5 97325,6997,93.8,439,522,406,547,428,656,989,950,484,518,439,539,80,39.1
23790,8600000US97326,ZCTA5 97326,1205,115.9,18,25,46,86,106,101,94,242,142,116,211,18,0,52.0
23791,8600000US97327,ZCTA5 97327,3386,87.7,194,220,213,193,183,392,385,392,272,314,445,144,39,43.4
23792,8600000US97329,ZCTA5 97329,146,87.2,0,0,0,0,0,7,16,46,61,9,7,0,0,56.2
23793,8600000US97330,ZCTA5 97330,42956,98.9,1610,1482,2104,2879,8302,6241,3976,4168,2587,2597,3974,2091,945,33.3
23794,8600000US97331,ZCTA5 97331,2865,78.3,0,0,0,2367,468,24,6,0,0,0,0,0,0,19.0
23795,8600000US97333,ZCTA5 97333,23302,112.4,939,1055,875,1929,4998,3698,2338,1936,1095,1138,2021,838,442,28.7
23796,8600000US97338,ZCTA5 97338,21880,87.3,1395,1181,1128,1306,1550,2481,2446,2707,1349,1457,2855,1454,571,42.8
23797,8600000US97341,ZCTA5 97341,2682,94.8,57,79,46,31,95,214,272,310,268,249,632,336,93,59.0
23798,8600000US97342,ZCTA5 97342,89,89.4,0,0,0,3,2,3,0,26,13,15,23,3,1,59.2
23799,8600000US97343,ZCTA5 97343,222,80.5,0,0,0,9,9,1,83,24,31,21,22,13,9,49.9
23800,8600000US97344,ZCTA5 97344,1491,100.1,69,50,143,71,115,194,134,170,150,158,171,59,7,42.9
23801,8600000US97345,ZCTA5 97345,731,103.1,24,102,83,94,6,63,145,41,21,55,41,42,14,33.8
23802,8600000US97346,ZCTA5 97346,988,121.5,25,44,49,41,18,99,69,154,41,112,158,176,2,54.0
23803,8600000US97347,ZCTA5 97347,1902,88.1,168,135,137,112,42,138,234,356,131,104,263,45,37,44.7
23804,8600000US97348,ZCTA5 97348,1572,93.6,121,59,55,135,151,152,135,321,127,119,131,43,23,42.6
23805,8600000US97350,ZCTA5 97350,210,85.8,0,21,17,10,0,10,29,4,30,29,46,14,0,58.2
23806,8600000US97351,ZCTA5 97351,11150,100.4,837,1061,881,908,1188,1659,1229,1107,678,515,709,242,136,29.2
23807,8600000US97352,ZCTA5 97352,6518,109.8,351,548,450,408,401,760,816,835,452,387,699,336,75,39.0
23808,8600000US97355,ZCTA5 97355,30364,94.3,1928,1698,1878,1477,1463,4093,3346,3841,2488,2018,3326,1868,940,43.3
23809,8600000US97357,ZCTA5 97357,174,51.3,0,0,0,9,0,22,11,6,8,17,86,15,0,66.2
23810,8600000US97358,ZCTA5 97358,2488,97.9,60,166,110,83,67,222,255,351,298,246,423,168,39,53.0
23811,8600000US97360,ZCTA5 97360,2458,80.3,141,120,159,235,85,233,295,304,139,199,318,189,41,43.7
23812,8600000US97361,ZCTA5 97361,12297,108.4,656,575,708,1707,2336,1978,723,1168,553,449,723,489,232,25.7
23813,8600000US97362,ZCTA5 97362,4287,85.2,111,299,252,257,279,433,662,387,267,276,509,353,202,43.0
23814,8600000US97364,ZCTA5 97364,464,57.8,34,12,9,64,48,44,37,40,0,51,104,19,2,40.5
23815,8600000US97365,ZCTA5 97365,11348,97.0,586,751,473,618,545,1349,1272,1272,767,907,1702,722,384,45.7
23816,8600000US97366,ZCTA5 97366,1772,89.5,29,42,65,110,63,170,78,200,132,170,453,181,79,59.9
23817,8600000US97367,ZCTA5 97367,9746,83.2,472,545,373,312,473,842,833,1009,709,1146,1800,916,316,55.1
23818,8600000US97368,ZCTA5 97368,3319,122.0,267,113,200,79,158,343,366,403,351,292,525,191,31,48.6
23819,8600000US97369,ZCTA5 97369,187,90.8,0,0,0,0,0,10,15,0,13,69,80,0,0,64.6
23820,8600000US97370,ZCTA5 97370,8695,96.2,546,419,714,462,443,1123,1148,1025,659,719,963,389,85,39.4
23821,8600000US97371,ZCTA5 97371,659,121.9,3,7,80,52,40,21,136,147,62,2,66,24,19,43.5
23822,8600000US97373,ZCTA5 97373,196,,7,8,0,0,25,31,29,25,10,5,28,28,0,42.3
23823,8600000US97374,ZCTA5 97374,4521,93.0,323,383,274,230,208,357,540,627,380,334,583,267,15,43.8
23824,8600000US97375,ZCTA5 97375,1477,79.9,102,57,99,218,109,132,122,236,96,107,182,13,4,38.1
23825,8600000US97376,ZCTA5 97376,1254,101.0,3,42,28,42,0,144,109,140,74,186,276,176,34,60.7
23826,8600000US97377,ZCTA5 97377,967,107.1,42,159,42,13,41,206,114,34,21,35,183,77,0,32.9
23827,8600000US97378,ZCTA5 97378,8442,141.6,343,402,564,378,424,1419,1232,1354,615,440,842,306,123,40.6
23828,8600000US97380,ZCTA5 97380,2583,85.6,251,108,170,187,96,269,346,348,168,206,313,117,4,40.1
23829,8600000US97381,ZCTA5 97381,16158,88.8,872,1085,1512,1376,824,1344,2059,2066,963,1258,1849,750,200,40.3
23830,8600000US97383,ZCTA5 97383,10046,104.2,637,909,776,582,292,1399,1405,902,661,826,1088,379,190,37.8
23831,8600000US97384,ZCTA5 97384,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
23832,8600000US97385,ZCTA5 97385,3151,94.3,220,270,241,97,95,278,358,393,235,147,351,327,139,45.7
23833,8600000US97386,ZCTA5 97386,14693,102.4,488,1049,1187,1147,619,1482,1697,1571,1273,1102,1792,855,431,42.6
23834,8600000US97388,ZCTA5 97388,790,79.5,23,22,67,0,2,107,67,46,26,75,238,103,14,64.2
23835,8600000US97389,ZCTA5 97389,1858,99.1,84,162,114,113,103,241,151,183,170,173,249,58,57,42.8
23836,8600000US97390,ZCTA5 97390,750,125.2,0,8,39,25,52,9,38,137,74,159,124,72,13,58.2
23837,8600000US97391,ZCTA5 97391,6012,91.2,281,423,472,382,240,608,710,727,451,589,671,307,151,42.7
23838,8600000US97392,ZCTA5 97392,7011,108.6,615,326,559,361,200,1019,1011,753,318,456,772,443,178,38.3
23839,8600000US97394,ZCTA5 97394,5224,93.3,141,324,188,149,163,473,424,708,525,596,1064,380,89,55.3
23840,8600000US97396,ZCTA5 97396,3384,104.3,264,223,197,156,173,473,411,411,208,254,318,196,100,39.8
23841,8600000US97401,ZCTA5 97401,45830,96.1,1605,1487,1494,3233,12028,7067,4489,3133,1698,2291,3962,2287,1056,28.3
23842,8600000US97402,ZCTA5 97402,52310,101.9,3123,3020,2522,2761,4558,9170,7147,6120,3379,3044,4663,2068,735,36.2
23843,8600000US97403,ZCTA5 97403,13398,99.4,337,326,294,3579,3328,1231,1074,906,463,571,949,279,61,22.0
23844,8600000US97404,ZCTA5 97404,34616,96.1,1959,1872,2298,2174,1660,4452,4713,4622,2290,2245,4068,1524,739,40.6
23845,8600000US97405,ZCTA5 97405,45250,90.5,1774,2137,2662,2534,3220,5632,5584,5339,3166,3809,5836,2203,1354,43.3
23846,8600000US97406,ZCTA5 97406,48,60.0,0,0,0,0,0,0,10,8,0,9,0,21,0,63.7
23847,8600000US97408,ZCTA5 97408,13360,95.1,441,650,839,1087,579,1232,1879,1785,745,918,1905,876,424,44.9
23848,8600000US97410,ZCTA5 97410,637,107.5,0,31,0,27,59,50,28,97,28,66,162,85,4,58.8
23849,8600000US97411,ZCTA5 97411,7337,97.3,261,239,283,360,398,731,397,747,623,655,1465,787,391,57.0
23850,8600000US97412,ZCTA5 97412,518,93.3,38,16,30,35,29,34,70,64,55,36,74,32,5,45.6
23851,8600000US97413,ZCTA5 97413,944,89.6,12,17,25,30,90,60,105,140,103,71,187,84,20,54.4
23852,8600000US97414,ZCTA5 97414,306,170.8,0,19,21,9,25,0,25,59,40,0,108,0,0,53.6
23853,8600000US97415,ZCTA5 97415,14182,99.7,511,546,710,484,606,1217,1312,1384,1135,1288,2700,1503,786,56.4
23854,8600000US97416,ZCTA5 97416,1349,110.5,93,119,151,92,64,241,147,93,70,92,107,54,26,30.5
23855,8600000US97417,ZCTA5 97417,2407,109.7,97,151,142,128,90,337,306,144,137,134,454,194,93,44.3
23856,8600000US97419,ZCTA5 97419,1074,90.1,44,67,77,24,38,70,193,81,102,93,153,115,17,45.7
23857,8600000US97420,ZCTA5 97420,27926,92.4,1692,1400,1545,1688,1505,3156,3077,3409,1812,2500,3507,1994,641,44.7
23858,8600000US97423,ZCTA5 97423,6670,100.5,162,144,387,398,282,546,1067,665,463,697,1075,572,212,49.8
23859,8600000US97424,ZCTA5 97424,17909,98.4,597,1040,1068,905,997,1904,2423,2129,1578,1411,2184,1168,505,45.2
23860,8600000US97426,ZCTA5 97426,10119,96.9,575,701,604,725,321,1188,1438,1426,544,791,1245,444,117,41.3
23861,8600000US97429,ZCTA5 97429,746,111.9,22,29,69,22,25,64,65,82,55,76,125,79,33,54.8
23862,8600000US97430,ZCTA5 97430,349,122.3,18,16,14,4,0,10,72,43,54,52,40,22,4,53.6
23863,8600000US97431,ZCTA5 97431,2341,87.1,58,123,189,54,119,311,269,236,244,274,315,124,25,48.0
23864,8600000US97434,ZCTA5 97434,959,94.5,29,36,77,95,50,78,79,93,111,58,138,104,11,48.5
23865,8600000US97435,ZCTA5 97435,2135,102.6,104,19,142,94,106,144,263,494,136,194,260,117,62,48.7
23866,8600000US97436,ZCTA5 97436,698,92.8,0,36,43,30,6,27,48,94,70,27,191,88,38,59.3
23867,8600000US97437,ZCTA5 97437,2939,85.2,169,83,114,169,291,148,352,459,170,318,475,158,33,48.5
23868,8600000US97438,ZCTA5 97438,1084,110.1,61,65,30,30,59,77,61,136,148,140,165,64,48,55.4
23869,8600000US97439,ZCTA5 97439,14713,86.8,465,561,440,581,484,1235,838,1604,984,1432,3312,1879,898,60.4
23870,8600000US97441,ZCTA5 97441,586,41.9,82,28,94,39,48,130,83,38,7,30,7,0,0,26.1
23871,8600000US97442,ZCTA5 97442,2047,96.4,62,72,94,61,43,241,259,383,144,170,256,225,37,51.1
23872,8600000US97443,ZCTA5 97443,2135,107.3,108,50,92,244,214,227,168,291,141,175,318,107,0,42.3
23873,8600000US97444,ZCTA5 97444,5643,85.0,282,309,174,205,141,489,633,570,371,742,1269,290,168,55.2
23874,8600000US97446,ZCTA5 97446,6106,96.2,750,623,369,288,346,979,851,542,215,371,547,164,61,32.7
23875,8600000US97447,ZCTA5 97447,590,101.4,119,0,0,0,41,113,31,57,0,61,132,25,11,41.5
23876,8600000US97448,ZCTA5 97448,13080,100.6,691,790,834,764,681,1263,1479,1759,1147,1052,1535,905,180,45.3
23877,8600000US97449,ZCTA5 97449,2170,111.7,8,138,25,52,28,122,165,278,139,262,634,263,56,63.6
23878,8600000US97450,ZCTA5 97450,413,73.5,0,0,0,0,0,0,0,167,33,34,62,59,58,61.8
23879,8600000US97451,ZCTA5 97451,391,95.5,18,16,22,60,6,17,58,22,35,42,75,20,0,43.7
23880,8600000US97452,ZCTA5 97452,1719,112.0,64,99,103,106,35,116,253,230,116,125,270,186,16,49.6
23881,8600000US97453,ZCTA5 97453,835,100.2,50,34,48,17,6,50,40,96,116,56,227,84,11,57.6
23882,8600000US97454,ZCTA5 97454,1471,109.8,64,63,84,71,109,140,132,209,242,124,154,75,4,48.4
23883,8600000US97455,ZCTA5 97455,3175,97.6,227,304,263,280,143,277,331,235,169,288,304,291,63,36.0
23884,8600000US97456,ZCTA5 97456,2826,106.9,93,211,247,180,113,169,464,263,217,282,439,124,24,43.3
23885,8600000US97457,ZCTA5 97457,10288,99.4,535,608,713,533,292,1203,1092,1033,845,838,1445,868,283,45.9
23886,8600000US97458,ZCTA5 97458,4390,92.2,239,168,203,161,207,411,354,269,455,713,695,470,45,56.9
23887,8600000US97459,ZCTA5 97459,13643,108.4,702,763,981,790,462,1698,1398,1964,920,955,1832,842,336,45.1
23888,8600000US97461,ZCTA5 97461,834,124.2,79,41,26,67,54,74,73,132,70,79,65,45,29,45.3
23889,8600000US97462,ZCTA5 97462,3730,92.2,243,169,161,203,255,251,317,336,355,431,641,244,124,54.2
23890,8600000US97463,ZCTA5 97463,3899,120.2,148,291,153,222,177,591,384,388,223,323,592,280,127,43.4
23891,8600000US97465,ZCTA5 97465,2021,116.4,103,77,21,11,122,86,220,303,292,186,368,177,55,56.3
23892,8600000US97466,ZCTA5 97466,1272,87.1,95,104,93,66,18,104,192,129,70,103,161,110,27,42.5
23893,8600000US97467,ZCTA5 97467,5014,100.6,338,199,126,243,162,444,547,519,444,560,1006,307,119,53.7
23894,8600000US97469,ZCTA5 97469,2731,90.6,164,244,195,171,169,288,262,377,206,199,249,145,62,38.6
23895,8600000US97470,ZCTA5 97470,19785,103.8,1173,899,902,1028,1296,3093,1717,2329,1185,1590,2915,1169,489,43.4
23896,8600000US97471,ZCTA5 97471,31035,93.1,1371,1610,1771,1844,1331,2910,3513,3815,2130,2335,4363,2729,1313,48.6
23897,8600000US97473,ZCTA5 97473,254,95.4,13,0,0,6,0,33,3,7,38,31,77,36,10,64.6
23898,8600000US97476,ZCTA5 97476,343,176.6,37,7,0,0,0,121,12,0,38,21,95,12,0,40.2
23899,8600000US97477,ZCTA5 97477,37535,97.3,2543,1934,1960,1786,3059,5928,4692,4445,2551,2468,3399,1911,859,37.8
23900,8600000US97478,ZCTA5 97478,39939,98.1,2721,2355,2494,2511,2575,5250,4846,5319,2763,2562,4202,1612,729,39.0
23901,8600000US97479,ZCTA5 97479,9710,99.8,492,458,585,462,506,942,889,1136,977,830,1244,887,302,50.5
23902,8600000US97480,ZCTA5 97480,333,123.5,4,8,15,0,6,39,10,51,39,45,81,30,5,59.7
23903,8600000US97481,ZCTA5 97481,757,130.1,16,127,36,65,18,92,124,82,39,77,35,46,0,42.2
23904,8600000US97484,ZCTA5 97484,178,79.8,0,0,5,12,14,6,23,30,3,18,49,18,0,54.9
23905,8600000US97486,ZCTA5 97486,663,105.9,24,23,10,15,0,53,86,76,100,42,184,50,0,56.4
23906,8600000US97487,ZCTA5 97487,9106,99.2,390,562,729,359,625,663,1186,1247,929,730,1241,299,146,45.1
23907,8600000US97488,ZCTA5 97488,1219,112.7,61,52,95,33,109,49,64,103,99,137,276,104,37,55.9
23908,8600000US97489,ZCTA5 97489,785,105.0,0,43,69,0,36,7,62,50,166,125,125,97,5,59.4
23909,8600000US97490,ZCTA5 97490,257,116.0,0,8,24,22,0,29,45,20,0,50,55,4,0,45.1
23910,8600000US97492,ZCTA5 97492,667,113.8,18,54,43,31,4,101,47,36,48,108,109,62,6,55.0
23911,8600000US97493,ZCTA5 97493,367,114.6,14,0,38,7,1,36,56,11,11,73,86,28,6,60.4
23912,8600000US97494,ZCTA5 97494,67,219.0,0,0,0,0,31,0,0,0,0,0,36,0,0,65.1
23913,8600000US97495,ZCTA5 97495,1673,91.2,89,68,54,115,54,98,186,174,139,356,164,176,0,55.0
23914,8600000US97496,ZCTA5 97496,7737,91.0,384,601,618,342,328,874,1046,792,368,621,1057,572,134,43.3
23915,8600000US97497,ZCTA5 97497,1514,98.4,25,122,70,82,36,52,172,213,71,140,301,176,54,54.4
23916,8600000US97498,ZCTA5 97498,1673,78.0,33,26,35,82,115,99,117,185,240,158,436,89,58,58.2
23917,8600000US97499,ZCTA5 97499,1839,96.3,112,90,89,70,125,114,107,237,152,146,313,249,35,54.1
23918,8600000US97501,ZCTA5 97501,45993,93.2,3342,3024,2715,2726,3320,7039,5728,5248,3154,2617,4372,1951,757,36.3
23919,8600000US97502,ZCTA5 97502,28975,95.6,1625,1820,1950,2079,1008,3296,3540,3680,2202,2002,3066,1877,830,42.9
23920,8600000US97503,ZCTA5 97503,12819,117.6,872,711,942,1099,855,1812,1870,1327,917,557,1211,543,103,35.3
23921,8600000US97504,ZCTA5 97504,47947,93.0,2592,3165,3493,2450,2212,6136,5243,5953,2637,3212,5607,3166,2081,42.1
23922,8600000US97520,ZCTA5 97520,25177,83.2,800,1094,1066,1718,2147,2814,2552,2619,1773,2440,4210,1373,571,46.9
23923,8600000US97522,ZCTA5 97522,588,129.7,28,36,19,43,13,37,86,60,27,64,78,83,14,51.3
23924,8600000US97523,ZCTA5 97523,5485,95.3,195,293,245,342,45,486,561,745,530,425,1067,480,71,53.1
23925,8600000US97524,ZCTA5 97524,14974,106.7,611,1209,966,453,539,1498,1921,1953,1010,1179,2338,971,326,47.4
23926,8600000US97525,ZCTA5 97525,4350,101.3,99,164,291,288,117,346,452,614,505,442,726,272,34,52.7
23927,8600000US97526,ZCTA5 97526,35920,93.7,1774,2232,1952,1873,2338,3623,3647,4294,2372,3175,5371,2287,982,46.0
23928,8600000US97527,ZCTA5 97527,36180,97.1,1938,1781,2504,1893,1281,3980,3763,4144,2796,2807,4962,3304,1027,47.5
23929,8600000US97530,ZCTA5 97530,6913,98.5,391,263,247,263,125,870,955,762,294,381,1383,586,393,49.5
23930,8600000US97531,ZCTA5 97531,578,130.3,17,23,24,43,35,26,130,0,31,0,79,158,12,43.7
23931,8600000US97532,ZCTA5 97532,2562,90.9,79,124,91,114,80,423,236,361,144,261,416,210,23,52.4
23932,8600000US97534,ZCTA5 97534,927,82.5,21,0,0,26,88,36,105,59,163,87,228,114,0,59.3
23933,8600000US97535,ZCTA5 97535,5406,101.8,320,212,121,106,294,758,640,500,375,482,895,383,320,50.4
23934,8600000US97536,ZCTA5 97536,1031,117.1,22,26,60,38,22,80,96,140,113,133,246,36,19,56.1
23935,8600000US97537,ZCTA5 97537,7463,95.7,223,350,337,227,552,473,622,993,680,927,1268,506,305,54.8
23936,8600000US97538,ZCTA5 97538,1463,118.7,36,9,25,65,7,147,108,119,145,265,424,75,38,62.3
23937,8600000US97539,ZCTA5 97539,3311,106.6,327,18,73,20,182,342,293,255,450,416,684,218,33,57.7
23938,8600000US97540,ZCTA5 97540,8484,88.3,455,568,284,488,570,1368,894,889,394,757,924,815,78,39.5
23939,8600000US97541,ZCTA5 97541,1559,139.1,110,84,65,122,45,177,152,75,130,197,330,17,55,51.1
23940,8600000US97543,ZCTA5 97543,600,94.2,25,12,24,10,0,70,46,72,15,66,143,105,12,62.2
23941,8600000US97544,ZCTA5 97544,2606,104.7,230,171,100,109,74,261,318,451,147,118,351,232,44,46.4
23942,8600000US97601,ZCTA5 97601,22726,104.8,1445,1274,1015,1482,1828,3257,2628,2705,1369,1263,2907,1129,424,38.6
23943,8600000US97603,ZCTA5 97603,29357,92.9,2016,2099,1823,1761,1435,3774,3248,3559,1966,2254,3051,1501,870,41.1
23944,8600000US97604,ZCTA5 97604,135,400.0,0,0,0,0,82,26,0,0,0,0,0,27,0,21.4
23945,8600000US97620,ZCTA5 97620,177,118.5,11,10,10,0,5,14,33,18,22,5,29,20,0,50.5
23946,8600000US97621,ZCTA5 97621,150,650.0,8,4,0,3,0,8,8,6,62,0,7,44,0,58.6
23947,8600000US97622,ZCTA5 97622,458,102.7,12,24,31,36,12,48,21,64,51,47,41,66,5,49.9
23948,8600000US97623,ZCTA5 97623,2566,104.6,86,229,241,100,67,174,252,301,118,236,534,151,77,47.9
23949,8600000US97624,ZCTA5 97624,3573,97.4,94,242,205,193,105,305,303,289,281,469,653,362,72,56.2
23950,8600000US97625,ZCTA5 97625,387,130.4,32,29,29,13,43,20,17,56,20,45,52,12,19,46.3
23951,8600000US97626,ZCTA5 97626,45,,0,0,0,0,0,0,0,0,0,16,0,29,0,
23952,8600000US97627,ZCTA5 97627,638,107.8,30,15,21,52,20,27,52,49,104,76,192,0,0,58.8
23953,8600000US97630,ZCTA5 97630,4969,118.7,217,288,261,246,337,476,605,740,383,337,600,290,189,45.9
23954,8600000US97632,ZCTA5 97632,1571,105.1,81,99,131,145,105,200,195,157,135,60,170,69,24,36.6
23955,8600000US97633,ZCTA5 97633,1263,128.4,119,28,40,41,34,224,117,128,97,168,174,74,19,47.9
23956,8600000US97634,ZCTA5 97634,242,112.3,16,21,21,5,26,21,19,43,15,10,6,35,4,36.6
23957,8600000US97636,ZCTA5 97636,503,111.3,36,70,29,31,35,49,45,30,12,34,106,21,5,35.1
23958,8600000US97637,ZCTA5 97637,127,78.9,9,12,6,0,0,37,17,4,10,8,17,2,5,32.8
23959,8600000US97638,ZCTA5 97638,559,97.5,59,31,18,11,26,108,45,54,69,42,52,27,17,44.3
23960,8600000US97639,ZCTA5 97639,659,67.3,0,14,131,27,58,20,55,101,57,77,50,69,0,50.0
23961,8600000US97640,ZCTA5 97640,127,115.3,0,19,7,0,0,4,16,0,19,42,12,7,1,57.8
23962,8600000US97641,ZCTA5 97641,1196,113.2,30,0,62,44,9,140,28,129,120,149,342,134,9,61.7
23963,8600000US97701,ZCTA5 97701,69499,93.3,3955,4381,3785,3445,3932,10211,9489,9189,4768,4695,7242,2862,1545,40.6
23964,8600000US97702,ZCTA5 97702,50164,101.0,2705,3277,3050,3091,1702,6619,7230,6542,3190,3829,5801,2293,835,40.8
23965,8600000US97707,ZCTA5 97707,6115,123.9,106,466,322,235,249,578,812,715,330,656,991,577,78,48.5
23966,8600000US97710,ZCTA5 97710,115,82.5,5,0,8,1,9,27,12,8,17,11,13,4,0,43.2
23967,8600000US97711,ZCTA5 97711,32,77.8,0,0,0,0,0,0,0,0,2,9,13,3,5,66.7
23968,8600000US97712,ZCTA5 97712,86,115.0,0,18,18,0,0,43,0,0,7,0,0,0,0,31.3
23969,8600000US97720,ZCTA5 97720,4435,99.6,184,332,173,279,236,492,430,572,249,383,618,409,78,46.6
23970,8600000US97721,ZCTA5 97721,222,146.7,19,9,18,1,3,11,15,11,17,16,67,24,11,62.3
23971,8600000US97722,ZCTA5 97722,65,97.0,2,4,2,1,1,1,10,11,0,2,10,17,4,62.5
23972,8600000US97730,ZCTA5 97730,222,111.4,8,13,4,0,0,12,21,18,22,28,67,25,4,61.7
23973,8600000US97731,ZCTA5 97731,371,112.0,6,0,39,0,57,47,70,54,14,25,34,25,0,39.6
23974,8600000US97732,ZCTA5 97732,123,167.4,33,16,0,0,4,9,28,0,9,8,0,8,8,28.9
23975,8600000US97733,ZCTA5 97733,391,75.3,29,0,0,0,0,24,69,62,13,67,75,52,0,59.9
23976,8600000US97734,ZCTA5 97734,3413,98.9,252,196,308,333,231,262,453,444,253,121,307,163,90,38.4
23977,8600000US97735,ZCTA5 97735,97,148.7,15,0,0,0,0,0,35,14,4,0,16,13,0,44.9
23978,8600000US97736,ZCTA5 97736,105,150.0,0,6,10,4,6,12,18,18,3,10,7,9,2,40.7
23979,8600000US97737,ZCTA5 97737,591,118.1,7,24,13,34,16,19,44,53,55,110,139,77,0,63.0
23980,8600000US97738,ZCTA5 97738,1772,112.0,103,97,108,93,69,88,322,209,138,219,203,83,40,45.2
23981,8600000US97739,ZCTA5 97739,12595,102.3,507,438,431,535,752,1045,970,1376,1277,1318,2726,994,226,55.5
23982,8600000US97741,ZCTA5 97741,12608,112.4,758,955,833,523,819,1662,1589,1766,669,813,1329,569,323,40.2
23983,8600000US97750,ZCTA5 97750,354,114.5,34,17,14,14,30,20,37,30,9,49,48,47,5,52.1
23984,8600000US97751,ZCTA5 97751,77,120.0,8,6,0,0,0,7,9,0,7,21,11,8,0,61.1
23985,8600000US97752,ZCTA5 97752,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
23986,8600000US97753,ZCTA5 97753,2570,84.4,109,55,90,182,110,232,202,280,350,232,342,346,40,55.5
23987,8600000US97754,ZCTA5 97754,20270,98.9,1058,1242,1117,1070,836,2164,2390,2374,1371,1682,3238,1443,285,46.2
23988,8600000US97756,ZCTA5 97756,38844,93.9,2029,2044,2725,2156,2148,5137,5067,4879,2479,2638,4665,2277,600,41.9
